date,institution_id,meal,actual_count,day_of_week,month,week_of_year,day_of_year,quarter,is_weekend,is_monday,is_friday,is_holiday,is_exam_period,is_semester_break,is_waterlogging,is_normal_day,temperature_c,humidity_pct,heat_index,is_rainy,high_humidity,extreme_heat,weather_discount,is_monsoon,is_winter,is_pre_monsoon,is_post_monsoon,heaviness_num,base_demand_score,consecutive_weeks,sentiment_decay,meal_num,menu_item_encoded,heavy_x_humidity,is_university,capacity,kai_value,kai_computed,academic_stress_factor,weather_discount,lag_7_count,lag_14_count,lag_30_count,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,wow_change,prev_day_waste_bucket,prev_day_waste_kg,total_wasted_kg,total_cost_inr
01-04-2024,CORP_001,breakfast,238,0,4,14,92,2,0,1,0,0,0,0,0,1,31,61.4,36.09,1,0,0,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,42,223,34,127.5714286,141,140.7666667,89.23164077,-181,2,48.9,124.24,65341.65
02-04-2024,CORP_001,breakfast,184,1,4,14,93,2,0,0,0,0,0,0,0,1,38.6,69,50.18,0,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,190,213,29,155.5714286,142.0714286,147.5666667,88.65449254,-23,1,15,113.38,58915.14
03-04-2024,CORP_001,breakfast,207,2,4,14,94,2,0,0,0,0,0,0,0,1,35,62.3,42.63,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,183,191,222,154.7142857,140,152.7333333,88.2944209,-8,1,21.6,128.8,61379.08
04-04-2024,CORP_001,breakfast,176,3,4,14,95,2,0,0,0,0,0,0,0,1,37.2,79.1,49.78,0,0,1,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,1,1,1,1,204,202,226,158.1428571,141.1428571,152.2333333,90.02486429,2,1,20.3,122.6,67175.23
05-04-2024,CORP_001,breakfast,227,4,4,14,96,2,0,0,1,0,0,0,0,1,41,68,54.36,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,217,194,219,154.1428571,139.2857143,150.5666667,88.25234382,23,1,20.2,129.43,64462.34
06-04-2024,CORP_001,breakfast,28,5,4,14,97,2,1,0,0,0,0,0,0,1,34.5,52.8,40.11,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,26,28,195,155.5714286,141.6428571,150.8333333,89.51137198,-2,1,16.4,17.32,8893.99
07-04-2024,CORP_001,breakfast,34,6,4,14,98,2,1,0,0,0,0,0,0,1,41.6,63.1,54.34,1,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,31,30,197,155.8571429,141.6428571,145.2666667,89.0307598,1,2,53.1,20.06,9618.21
08-04-2024,CORP_001,breakfast,182,0,4,15,99,2,0,1,0,0,0,0,0,1,32.9,39.1,35.38,0,0,0,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,1,1,1,1,238,42,30,156.2857143,141.9285714,139.8333333,88.33405211,196,2,31.1,111.65,58910.64
09-04-2024,CORP_001,breakfast,206,1,4,15,100,2,0,0,0,0,0,0,0,1,32.1,49,35.83,0,0,0,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,184,190,37,148.2857143,151.9285714,144.9,82.00958132,-6,1,14.7,125.34,68796.61
10-04-2024,CORP_001,breakfast,209,2,4,15,101,2,0,0,0,0,0,0,0,1,36.4,61.5,44.7,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,1,1,1,207,183,226,151.4285714,153.0714286,150.5333333,84.00368473,24,1,22.9,135.86,64462.91
11-04-2024,CORP_001,breakfast,233,3,4,15,102,2,0,0,0,0,0,0,0,1,43,65.5,57.66,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,176,204,170,151.7142857,154.9285714,149.9666667,84.22730018,-28,1,17.8,156.5,70279.78
12-04-2024,CORP_001,breakfast,197,4,4,15,103,2,0,0,1,0,0,0,0,1,37.4,57.1,45.47,1,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,1,1,1,227,217,202,159.8571429,157,152.0666667,89.55338924,10,1,11.1,107.27,57012.97
13-04-2024,CORP_001,breakfast,36,5,4,15,104,2,1,0,0,0,0,0,0,1,36.2,63.4,44.73,0,0,1,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,28,26,218,155.5714286,155.5714286,151.9,86.4693725,2,0,2.3,18.31,9031.11
14-04-2024,CORP_001,breakfast,6,6,4,15,105,2,1,0,0,1,0,0,0,0,38,65.9,48.38,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,0.2,0.2,0.2,1,34,31,180,156.7142857,156.2857143,145.8333333,84.53345351,3,2,39.6,3.42,1837.03
15-04-2024,CORP_001,breakfast,189,0,4,16,106,2,0,1,0,0,0,0,0,1,42.3,60.1,54.87,0,0,1,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,1,1,1,1,182,238,32,152.7142857,154.5,140.0333333,91.66917745,-56,2,37.1,131.38,68937.07
16-04-2024,CORP_001,breakfast,232,1,4,16,107,2,0,0,0,0,0,0,0,1,37.8,63.8,47.53,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,206,184,32,153.7142857,151,145.2666667,92.07915849,22,1,8.3,126.88,62511.2
17-04-2024,CORP_001,breakfast,33,2,4,16,108,2,0,0,0,1,0,0,0,0,36.6,61.1,45.01,0,0,1,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,0.2,0.2,0.2,1,209,207,223,157.4285714,154.4285714,151.9333333,95.01729166,2,0,7.5,23.25,11173.7
18-04-2024,CORP_001,breakfast,212,3,4,16,109,2,0,0,0,0,0,0,0,1,38.5,60.3,48.12,1,0,1,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,233,176,213,132.2857143,142,145.6,102.117113,57,2,33.6,131.15,65551.98
19-04-2024,CORP_001,breakfast,186,4,4,16,110,2,0,0,1,0,0,0,0,1,40.4,72.6,54.36,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,197,227,191,129.2857143,144.5714286,145.5666667,98.92373205,-30,2,26.6,120,61190.32
20-04-2024,CORP_001,breakfast,28,5,4,16,111,2,1,0,0,0,0,0,0,1,37.9,71.5,49.42,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,1,1,1,36,28,202,127.7142857,141.6428571,145.4,97.74919315,8,1,8.4,19.21,9584.65
21-04-2024,CORP_001,breakfast,29,6,4,16,112,2,1,0,0,0,0,0,0,1,33.9,69.4,41.96,0,0,1,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,6,34,194,126.5714286,141.6428571,139.6,99.03847256,-28,1,24.6,15.54,8234.41
22-04-2024,CORP_001,breakfast,193,0,4,17,113,2,0,1,0,0,1,0,0,0,36.4,64.8,45.3,0,0,1,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,1,1,1,1,189,182,28,129.8571429,141.2857143,134.1,94.65627039,7,2,46.1,127.18,60597.86
23-04-2024,CORP_001,breakfast,204,1,4,17,114,2,0,0,0,0,1,0,0,0,39.5,59.6,49.6,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,1,1,1,232,206,30,130.4285714,142.0714286,139.6,95.08392283,26,1,22.8,123.55,61251.23
24-04-2024,CORP_001,breakfast,220,2,4,17,115,2,0,0,0,0,1,0,0,0,39.3,63.3,50.12,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,33,209,42,126.4285714,141.9285714,145.4,90.5811922,-176,1,15.8,110.53,59508.91
25-04-2024,CORP_001,breakfast,179,3,4,17,116,2,0,0,0,0,1,0,0,0,36.8,61.7,45.41,0,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,212,233,190,153.1428571,142.7142857,151.3333333,85.888355,-21,1,22,128.19,60270.69
26-04-2024,CORP_001,breakfast,185,4,4,17,117,2,0,0,1,0,1,0,0,0,36.1,75.4,46.9,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,186,197,183,148.4285714,138.8571429,150.9666667,82.97561317,-11,0,2.2,108.11,55069.83
27-04-2024,CORP_001,breakfast,30,5,4,17,118,2,1,0,0,0,1,0,0,0,38.6,63.1,48.77,1,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,28,36,204,148.2857143,138,151.0333333,82.90097363,-8,1,16.3,17.4,9071.66
28-04-2024,CORP_001,breakfast,34,6,4,17,119,2,1,0,0,0,1,0,0,0,35.6,67.6,44.57,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,29,6,217,148.5714286,137.5714286,145.2333333,82.41936897,23,2,30.4,17.9,9693.4
29-04-2024,CORP_001,breakfast,221,0,4,18,120,2,0,1,0,0,1,0,0,0,39.2,80.3,53.91,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,193,189,26,149.2857143,139.5714286,139.1333333,81.22338392,4,2,44.3,120.05,63810.24
30-04-2024,CORP_001,breakfast,178,1,4,18,121,2,0,0,0,0,1,0,0,0,32.4,57,37.47,0,0,0,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,204,232,31,153.2857143,141.8571429,145.6333333,84.363725,-28,1,22.4,120.27,58985.79
01-05-2024,CORP_001,breakfast,228,2,5,18,122,2,0,0,0,0,1,0,0,0,38,71.2,49.55,0,0,1,1,0,0,1,0,1,0.88,1,1,0,1,0,0,450,1,1,1,1,220,33,238,149.5714286,138,150.5333333,82.30604907,187,2,41.6,106.97,59314.23
02-05-2024,CORP_001,breakfast,169,3,5,18,123,2,0,0,0,0,1,0,0,0,33.3,64.9,40.26,1,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,179,212,184,150.7142857,151.9285714,150.2,83.49394047,-33,1,23.4,135.52,63169.38
03-05-2024,CORP_001,breakfast,185,4,5,18,124,2,0,0,1,0,1,0,0,0,41.3,48.3,49.9,0,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,185,186,207,149.2857143,148.8571429,149.7,83.01348141,-1,2,30.9,123.63,63018.01
04-05-2024,CORP_001,breakfast,35,5,5,18,125,2,1,0,0,0,1,0,0,0,35,58.4,41.89,1,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,30,28,176,149.2857143,148.7857143,148.9666667,83.01348141,2,0,5.8,16.46,9272.83
05-05-2024,CORP_001,breakfast,28,6,5,18,126,2,1,0,0,0,1,0,0,0,40.1,69.9,53.15,1,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,34,29,227,150,149.2857143,144.2666667,81.82909018,5,1,13,18.88,8764.05
06-05-2024,CORP_001,breakfast,192,0,5,19,127,2,0,1,0,0,1,0,0,0,34.5,67,42.54,1,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,221,193,28,149.1428571,149.2142857,137.6333333,83.2654962,28,2,52.9,115.77,60115.64
07-05-2024,CORP_001,breakfast,239,1,5,19,128,2,0,0,0,0,1,0,0,0,38.6,69.5,50.31,1,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,178,204,34,145,149.1428571,143.1,79.74124821,-26,2,48,130.75,63549.65
08-05-2024,CORP_001,breakfast,211,2,5,19,129,2,0,0,0,0,1,0,0,0,31.8,53.4,36.05,0,0,0,1,0,0,1,0,0,0.9,1,1,0,7,0,0,450,1,1,1,1,228,220,182,153.7142857,151.6428571,149.9333333,86.95537991,8,1,19.1,115.98,56166.46
09-05-2024,CORP_001,breakfast,199,3,5,19,130,2,0,0,0,0,1,0,0,0,40.1,59.7,50.66,1,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,169,179,206,151.2857143,151,150.9,84.74415277,-10,1,19.8,127.32,59619.63
10-05-2024,CORP_001,breakfast,219,4,5,19,131,2,0,0,1,0,1,0,0,0,40.4,67.5,53.22,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,185,185,209,155.5714286,152.4285714,150.6666667,86.52910328,0,2,53.3,122.67,63041.53
11-05-2024,CORP_001,breakfast,25,5,5,19,132,2,1,0,0,0,1,0,0,0,36,62.6,44.24,0,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,35,30,233,160.4285714,154.8571429,151,89.36415602,5,0,5,18.31,8860.13
12-05-2024,CORP_001,breakfast,30,6,5,19,133,2,1,0,0,0,1,0,0,0,33.5,67.6,41.06,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,28,34,197,159,154.5,144.0666667,91.75147592,-6,2,37.2,18,9726.8
13-05-2024,CORP_001,breakfast,201,0,5,20,134,2,0,1,0,0,1,0,0,0,36.3,68.9,45.98,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,192,221,36,159.2857143,154.2142857,138.5,91.27744206,-29,2,34.7,105.84,55384.32
14-05-2024,CORP_001,breakfast,201,1,5,20,135,2,0,0,0,0,1,0,0,0,34.8,70.5,43.73,0,0,1,1,0,0,1,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,239,178,6,160.5714286,152.7857143,144,91.87646986,61,2,31.4,129.27,62915.07
15-05-2024,CORP_001,breakfast,228,2,5,20,136,2,0,0,0,0,1,0,0,0,39,65.6,50.03,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,1,1,1,211,228,189,155.1428571,154.4285714,150.5,87.48795836,-17,1,14.5,107.71,61247.66
16-05-2024,CORP_001,breakfast,213,3,5,20,137,2,0,0,0,0,1,0,0,0,33.7,65.8,41.02,0,0,1,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,199,169,232,157.5714286,154.4285714,151.8,89.50951,30,1,14.8,120.78,61672.52
17-05-2024,CORP_001,breakfast,177,4,5,20,138,2,0,0,1,0,0,0,0,1,37.2,83.2,50.65,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,1,1,1,219,185,33,159.5714286,157.5714286,151.1666667,90.73745486,34,1,14.8,115.74,62134.87
18-05-2024,CORP_001,breakfast,32,5,5,20,139,2,1,0,0,0,0,0,0,1,33.7,82.2,43.88,0,0,1,1,0,0,1,0,2,0.8,1,1,0,12,0,0,450,1,1,1,1,25,35,212,153.5714286,157,155.9666667,87.48305958,-10,1,15.4,17.39,9161.17
19-05-2024,CORP_001,breakfast,36,6,5,20,140,2,1,0,0,0,0,0,0,1,38.9,64.1,49.66,0,0,1,1,0,0,1,0,1,0.88,0,1,0,1,0,0,450,1,1,1,1,30,28,186,154.5714286,156.7857143,149.9666667,85.79210753,2,2,37.6,19.96,9558.46
20-05-2024,CORP_001,breakfast,175,0,5,21,141,2,0,1,0,0,0,1,0,0,34.2,58.3,40.54,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,0.2,0.2,1,201,192,28,155.4285714,157.3571429,144.9666667,84.35808031,9,2,45.1,114.76,59569.66
21-05-2024,CORP_001,breakfast,189,1,5,21,142,2,0,0,0,0,0,1,0,0,30.6,73.3,37.16,1,0,0,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,0.2,0.2,1,201,239,29,151.7142857,156.1428571,149.8666667,82.57060471,-38,2,46.9,118.4,59222.52
22-05-2024,CORP_001,breakfast,246,2,5,21,143,2,0,0,0,0,0,1,0,0,41.6,67.7,55.59,0,0,1,1,0,0,1,0,0,0.9,0,1,0,7,0,0,450,1,0.2,0.2,1,228,211,193,150,152.5714286,155.2,81.49437608,17,1,12.6,123.47,63581.09
23-05-2024,CORP_001,breakfast,195,3,5,21,144,2,0,0,0,0,0,1,0,0,38.9,69.6,50.88,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,0.2,0.2,1,213,199,204,152.5714286,155.0714286,156.9666667,84.59089223,14,1,18.9,131.04,63789.46
24-05-2024,CORP_001,breakfast,198,4,5,21,145,2,0,0,1,0,0,1,0,0,41.5,54.4,51.83,0,0,1,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,0.2,0.2,1,177,219,220,150,154.7857143,156.6666667,82.70026199,-42,1,19.2,136.04,62767.88
25-05-2024,CORP_001,breakfast,29,5,5,21,146,2,1,0,0,0,0,1,0,0,35.2,64.4,43.2,0,0,1,1,0,0,1,0,0,0.82,0,1,0,13,0,0,450,1,0.2,0.2,1,32,25,179,153,153.2857143,155.9333333,84.21005482,7,1,20.7,18.56,8978.59
26-05-2024,CORP_001,breakfast,35,6,5,21,147,2,1,0,0,0,0,1,0,0,40.1,51.3,48.58,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,0.2,0.2,1,36,30,185,152.5714286,153.5714286,150.9333333,84.93302684,6,1,24.1,18.02,9043.01
27-05-2024,CORP_001,breakfast,185,0,5,22,148,2,0,1,0,0,0,1,0,0,36.8,67.2,46.62,0,0,1,1,0,0,1,0,2,0.8,0,1,0,12,0,0,450,1,0.2,0.2,1,175,201,30,152.4285714,153.9285714,145.9333333,85.16231002,-26,1,9.7,114.93,59465.91
28-05-2024,CORP_001,breakfast,176,1,5,22,149,2,0,0,0,0,0,1,0,0,34.2,52.2,39.47,1,0,0,1,0,0,1,0,0,0.75,0,1,0,20,0,0,450,1,0.2,0.2,1,189,201,34,153.8571429,152.7857143,151.1,85.68630496,-12,2,53.7,117.32,58374.37
29-05-2024,CORP_001,breakfast,207,2,5,22,150,2,0,0,0,0,0,1,0,0,36.9,67.1,46.72,0,0,1,1,0,0,1,0,2,0.85,0,1,0,9,0,0,450,1,0.2,0.2,1,246,228,221,152,151,155.8333333,84.93526947,18,2,25.5,115.43,61114.07
30-05-2024,CORP_001,breakfast,205,3,5,22,151,2,0,0,0,0,0,1,0,0,36.1,65,44.99,0,0,1,1,0,0,1,0,2,0.85,1,1,0,9,0,0,450,1,0.2,0.2,1,195,213,178,146.4285714,149.5,155.3666667,78.79902102,-18,2,27.7,123.62,59385.17
31-05-2024,CORP_001,breakfast,179,4,5,22,152,2,0,0,1,0,0,1,0,0,31.2,62.5,36.57,1,0,0,1,0,0,1,0,2,0.85,2,0.9,0,9,0,0,450,0.9,0.18,0.2,1,198,177,228,147.8571429,148.9285714,156.2666667,79.90917463,21,1,13.4,110.21,56731.91
01-06-2024,CORP_001,breakfast,19,5,6,22,153,2,1,0,0,0,0,1,0,0,33,88.6,43.75,1,1,1,0.85,1,0,0,0,2,0.85,3,0.8,0,9,2,0,450,0.68,0.136,0.2,0.85,29,32,169,145.1428571,149.0714286,154.6333333,78.22708093,-3,2,27.3,12.15,7099
02-06-2024,CORP_001,breakfast,21,6,6,22,154,2,1,0,0,0,0,1,0,0,35.1,93.3,48.47,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,0,450,0.85,0.17,0.2,0.85,35,36,185,143.7142857,148.1428571,149.6333333,80.75211924,-1,2,53.6,15.29,7063.88
03-06-2024,CORP_001,breakfast,183,0,6,23,155,2,0,1,0,0,0,1,0,0,30.5,89.7,39.42,1,1,0,0.85,1,0,0,0,2,0.85,0,1,0,9,2,0,450,0.85,0.17,0.2,0.85,185,175,35,141.7142857,147.0714286,144.1666667,84.00141722,10,2,45.5,127.8,58559.54
04-06-2024,CORP_001,breakfast,135,1,6,23,156,2,0,0,0,0,0,1,0,0,35.1,88.6,47.62,0,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,0,450,0.85,0.17,0.2,0.85,176,189,28,141.4285714,147.6428571,149.1,83.83288365,-13,1,9.1,93.27,48234.48
05-06-2024,CORP_001,breakfast,159,2,6,23,157,2,0,0,0,0,0,1,0,0,35.5,98.3,50.26,0,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,0,450,0.85,0.17,0.2,0.85,207,246,192,135.5714286,143.7857143,152.6666667,82.43554481,-39,2,47.4,107.09,51437.63
06-06-2024,CORP_001,breakfast,224,3,6,23,158,2,0,0,0,0,0,1,0,0,31.5,82.9,40.07,1,0,1,1,1,0,0,0,1,0.88,0,1,0,1,0,0,450,1,0.2,0.2,1,205,195,239,128.7142857,137.5714286,151.5666667,77.34277446,10,2,30.8,110.66,60303.12
07-06-2024,CORP_001,breakfast,164,4,6,23,159,2,0,0,1,0,0,0,0,1,34.7,91.2,47.41,0,1,1,0.85,1,0,0,0,1,0.88,1,1,0,1,1,0,450,0.85,0.85,1,0.85,179,198,211,131.4285714,139.6428571,151.0666667,80.72557865,-19,2,39.1,99.55,49767.74
08-06-2024,CORP_001,breakfast,25,5,6,23,160,2,1,0,0,0,0,0,0,1,31.3,85.8,40.26,1,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,0,450,0.85,0.85,1,0.85,19,29,199,129.2857143,137.2142857,149.5,79.44120318,-10,1,17.2,13.65,6655.82
09-06-2024,CORP_001,breakfast,25,6,6,23,161,2,1,0,0,0,0,0,0,1,28.5,93.3,36.44,1,1,0,0.85,1,0,0,0,0,0.82,0,1,0,13,0,0,450,0.85,0.85,1,0.85,21,35,219,130.1428571,136.9285714,143.7,78.07353066,-14,2,48.8,17.58,8653.42
10-06-2024,CORP_001,breakfast,138,0,6,24,162,2,0,1,0,0,0,0,0,1,31.7,92.4,42,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,0,450,0.85,0.85,1,0.85,183,185,25,130.7142857,136.2142857,137.2333333,77.15074916,-2,2,35,93.48,50644.82
11-06-2024,CORP_001,breakfast,172,1,6,24,163,2,0,0,0,0,0,0,0,1,32.1,95.5,43.25,1,1,1,0.85,1,0,0,0,1,0.88,0,1,0,1,1,0,450,0.85,0.85,1,0.85,135,176,30,124.2857143,132.8571429,141,73.8731216,-41,2,59.6,95.08,49842.29
12-06-2024,CORP_001,breakfast,177,2,6,24,164,2,0,0,0,0,0,0,0,1,32.7,92.9,43.79,0,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,0,450,0.85,0.85,1,0.85,159,207,201,129.5714286,132.5714286,145.7333333,76.05887444,-48,2,50.8,106,52380.59
13-06-2024,CORP_001,breakfast,213,3,6,24,165,2,0,0,0,0,0,0,0,1,31.9,79.5,40.28,1,0,1,1,1,0,0,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,224,205,201,132.1428571,130.4285714,144.9333333,77.51006079,19,2,31.3,114.96,62392.32
14-06-2024,CORP_001,breakfast,153,4,6,24,166,2,0,0,1,0,0,0,0,1,32.8,88,43.24,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,0,450,0.85,0.85,1,0.85,164,179,228,130.5714286,131,145.3333333,75.4207247,-15,1,10.5,100.45,48490.68
15-06-2024,CORP_001,breakfast,32,5,6,24,167,2,1,0,0,0,0,0,0,1,33.3,81.5,43.12,1,0,1,1,1,0,0,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,25,19,213,129,129.1428571,142.8333333,74.71947537,6,2,36.9,16.58,8315.1
16-06-2024,CORP_001,breakfast,29,6,6,24,168,2,1,0,0,0,0,0,0,1,33,82.5,42.64,1,0,1,1,1,0,0,0,2,0.85,1,1,0,9,0,0,450,1,1,1,1,25,21,177,130,130.0714286,136.8,73.12546296,4,1,14.9,18.65,9042.38
17-06-2024,CORP_001,breakfast,36,0,6,25,169,2,0,1,0,1,0,0,0,0,33.9,87.7,45.22,1,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,0,450,0.17,0.17,0.2,0.85,138,183,32,130.5714286,130.6428571,131.8666667,72.17769079,-45,1,13.8,19.98,9267.95
18-06-2024,CORP_001,breakfast,195,1,6,25,170,2,0,0,0,0,0,0,0,1,31,85.8,39.79,1,1,0,0.85,1,0,0,0,0,0.9,0,1,0,7,0,0,450,0.85,0.85,1,0.85,172,135,36,116,120.1428571,132,80.27037644,37,2,27.8,90.08,49196.13
19-06-2024,CORP_001,breakfast,226,2,6,25,171,2,0,0,0,0,0,0,0,1,30.4,85.3,38.65,1,1,0,0.85,1,0,0,0,0,0.82,0,1,0,13,0,0,450,0.85,0.85,1,0.85,177,159,175,119.2857143,124.4285714,137.3,83.35609213,18,1,21.4,111.48,57223.58
20-06-2024,CORP_001,breakfast,203,3,6,25,172,2,0,0,0,0,0,0,0,1,31.6,80.8,40.02,1,0,1,1,1,0,0,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,213,224,189,126.2857143,129.2142857,139,90.740866,-11,1,18.2,117.31,57548.75
21-06-2024,CORP_001,breakfast,153,4,6,25,173,2,0,0,1,0,0,0,0,1,32.1,97.8,43.47,1,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,0,450,0.85,0.85,1,0.85,153,164,246,124.8571429,127.7142857,139.4666667,89.21402837,-11,2,36.8,112.96,51902.04
22-06-2024,CORP_001,breakfast,27,5,6,25,174,2,1,0,0,0,0,0,0,1,34.4,90.6,46.67,1,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,0,450,0.85,0.85,1,0.85,32,25,195,124.8571429,126.9285714,136.3666667,89.21402837,7,0,3.8,14.79,8087.87
23-06-2024,CORP_001,breakfast,28,6,6,25,175,2,1,0,0,0,0,0,0,1,31.6,87.4,40.93,0,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,0,450,0.85,0.85,1,0.85,29,25,198,124.1428571,127.0714286,130.7666667,90.09703763,4,2,33.4,15.13,7975.83
24-06-2024,CORP_001,breakfast,214,0,6,26,176,2,0,1,0,0,0,0,0,1,33.2,84.3,43.27,1,0,1,1,1,0,0,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,36,138,29,124,127.2857143,125.1,90.27365803,-102,2,37.5,116.86,58654.5
25-06-2024,CORP_001,breakfast,166,1,6,26,177,2,0,0,0,0,0,0,0,1,27.4,86.6,33.82,1,1,0,0.85,1,0,0,0,0,0.82,0,1,0,13,0,0,450,0.85,0.85,1,0.85,195,172,35,149.4285714,132.7142857,131.2666667,86.33820542,23,1,13.5,96.17,50403.17
26-06-2024,CORP_001,breakfast,201,2,6,26,178,2,0,0,0,0,0,0,0,1,27.6,84.9,33.96,0,0,0,1,1,0,0,0,2,0.83,0,1,0,15,0,0,450,1,1,1,1,226,177,185,145.2857143,132.2857143,135.6333333,84.46244587,49,2,39.7,99.58,54331.71
27-06-2024,CORP_001,breakfast,171,3,6,26,179,2,0,0,0,0,0,0,0,1,32.6,90.9,43.38,1,1,1,0.85,1,0,0,0,2,0.83,1,1,0,15,2,0,450,0.85,0.85,1,0.85,203,213,176,141.7142857,134,136.1666667,80.9356005,-10,0,7.7,95.09,50716.15
28-06-2024,CORP_001,breakfast,161,4,6,26,180,2,0,0,1,0,0,0,0,1,32.2,83.1,41.32,1,0,1,1,1,0,0,0,0,0.75,0,1,0,20,0,0,450,1,1,1,1,153,153,207,137.1428571,131,136,77.73765405,0,2,29.6,106.91,57127.44
29-06-2024,CORP_001,breakfast,35,5,6,26,181,2,1,0,0,0,0,0,0,1,32.4,80,41.24,1,0,1,1,1,0,0,0,2,0.85,0,1,0,9,0,0,450,1,1,1,1,27,32,205,138.2857143,131.5714286,134.4666667,78.06773616,-5,0,5.6,20.72,9619.92
30-06-2024,CORP_001,breakfast,24,6,6,26,182,2,1,0,0,0,0,0,0,1,31.9,87.1,41.49,1,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,0,450,0.85,0.85,1,0.85,28,29,179,139.4285714,131.7857143,128.8,76.20336201,-1,2,59.6,16.48,7384.52
